-916 -209
-947 -216
-975 -210
-964 -210
-979 -215
-961 -210
-959 -211
-927 -207
-910 -196
-910 -196
-910 -196
-758 -189
-795 -194
-802 -194
-797 -194
-815 -194
-800 -190
-803 -187
-789 -187
-736 -187
-736 -187
-736 -187
-696 -187
-730 -191
-745 -192
-742 -193
-752 -193
-738 -190
-740 -187
-707 -186
-632 -187
-632 -187
-632 -187
-673 -188
-708 -192
-727 -194
-721 -194
-729 -195
-713 -192
-714 -189
-659 -187
-584 -190
-584 -190
-584 -190
-656 -188
-693 -192
-717 -194
-707 -193
-714 -194
-699 -191
-696 -189
-628 -187
-546 -189
-546 -189
-546 -189
-662 -190
-701 -194
-718 -196
-708 -196
-717 -199
-701 -196
-698 -193
-619 -189
-538 -187
-538 -187
-538 -187
-648 -190
-686 -194
-704 -196
-688 -195
-695 -198
-679 -195
-676 -192
-578 -188
-516 -186
-516 -186
-516 -186
-647 -190
-681 -195
-697 -197
-683 -195
-690 -198
-674 -195
-669 -192
-567 -188
-502 -186
-502 -186
-502 -186
-648 -193
-682 -197
-698 -199
-682 -197
-690 -200
-673 -197
-667 -194
-561 -190
-495 -188
-495 -188
-495 -188
